,movie,year,imdb_rate,metascore,votes,rating,genre,runtime_min,grosess
784,Congo,1995,5.3,22,"47,803",PG-13,"['Action', ' Adventure', ' Mystery']",109,$81.02M
785,Resident Evil: Afterlife,2010,5.8,37,"176,695",R,"['Action', ' Horror', ' Sci-Fi']",96,$60.13M
786,Beyond Skyline,2017,5.3,46,"22,975",R,"['Action', ' Adventure', ' Sci-Fi']",106,-
787,Penguins of Madagascar,2014,6.6,53,"98,494",PG,"['Animation', ' Action', ' Adventure']",92,$83.35M
788,Hot Tub Time Machine 2,2015,5.0,29,"40,794",R,"['Comedy', ' Mystery', ' Sci-Fi']",93,$12.28M
789,The City of Lost Children,1995,7.5,73,"70,705",R,"['Drama', ' Fantasy', ' Sci-Fi']",112,$1.51M
790,Oxygen,2021,6.5,67,"42,685",TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,-
791,The Outwaters,2022,4.1,72,"3,534",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",110,-
792,Outlander,2008,6.2,40,"77,675",R,"['Action', ' Adventure', ' Sci-Fi']",115,$0.16M
793,Beyond the Black Rainbow,2010,5.9,49,"16,433",R,"['Horror', ' Mystery', ' Sci-Fi']",110,$0.06M
794,The Ice Pirates,1984,5.6,44,"11,556",PG,"['Action', ' Adventure', ' Comedy']",91,$14.26M
795,Pontypool,2008,6.5,54,"34,356",Not Rated,"['Horror', ' Sci-Fi']",93,-
796,Secret Headquarters,2022,5.2,47,"7,171",PG,"['Action', ' Adventure', ' Comedy']",104,-
797,Fantastic Planet,1973,7.7,73,"35,295",PG,"['Animation', ' Sci-Fi']",72,$0.19M
798,Ron's Gone Wrong,2021,7.0,65,"38,574",PG,"['Animation', ' Adventure', ' Comedy']",107,-
799,The Fly,1958,7.1,62,"24,904",Not Rated,"['Drama', ' Horror', ' Sci-Fi']",94,$3.00M
800,Phantoms,1998,5.4,26,"21,959",R,"['Horror', ' Sci-Fi', ' Thriller']",96,$5.66M
801,The Stepford Wives,1975,6.9,54,"19,050",PG,"['Horror', ' Mystery', ' Sci-Fi']",115,$8.72M
802,The Curse of Frankenstein,1957,7.0,59,"12,159",Approved,"['Horror', ' Sci-Fi', ' Thriller']",82,$17.44M
803,Fantastic Four: Rise of the Silver Surfer,2007,5.6,45,"273,755",PG,"['Action', ' Adventure', ' Fantasy']",92,$131.92M
804,Cabin Fever,2016,3.7,14,"10,804",R,"['Horror', ' Sci-Fi', ' Thriller']",99,-
805,Jexi,2019,6.0,39,"30,668",R,"['Comedy', ' Romance', ' Sci-Fi']",84,-
806,Automata,2014,6.0,37,"58,605",R,"['Action', ' Drama', ' Sci-Fi']",109,-
807,Thelma,2017,7.0,74,"35,450",Not Rated,"['Drama', ' Fantasy', ' Horror']",116,$0.15M
808,Thunder Force,2021,4.5,34,"44,496",PG-13,"['Action', ' Adventure', ' Comedy']",106,-
809,The Hidden,1987,7.0,69,"21,854",R,"['Horror', ' Sci-Fi', ' Thriller']",97,$9.75M
810,Alone in the Dark,2005,2.4,9,"46,657",R,"['Action', ' Horror', ' Sci-Fi']",96,$5.18M
811,Invaders from Mars,1986,5.5,56,"10,118",PG,"['Horror', ' Sci-Fi']",100,$4.88M
812,Mr. Peabody & Sherman,2014,6.8,59,"75,719",PG,"['Animation', ' Adventure', ' Comedy']",92,$111.51M
813,Osmosis Jones,2001,6.3,57,"37,936",PG,"['Animation', ' Action', ' Adventure']",95,$13.60M
814,Star Trek V: The Final Frontier,1989,5.5,43,"63,027",PG,"['Action', ' Adventure', ' Fantasy']",107,$52.21M
815,2067,2020,4.9,39,"11,124",Not Rated,"['Mystery', ' Sci-Fi']",114,-
816,Junior,1994,4.7,59,"71,711",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",109,$36.76M
817,Teenage Mutant Ninja Turtles III,1993,4.8,40,"35,667",PG,"['Action', ' Adventure', ' Comedy']",96,$42.66M
818,Galaxy of Terror,1981,5.0,38,"8,485",R,"['Action', ' Adventure', ' Horror']",81,-
819,xXx: State of the Union,2005,4.5,37,"72,752",PG-13,"['Action', ' Adventure', ' Crime']",101,$26.87M
820,The Fury,1978,6.3,64,"16,792",R,"['Horror', ' Sci-Fi', ' Thriller']",118,-
821,C.H.U.D.,1984,5.6,57,"13,573",R,"['Horror', ' Sci-Fi']",88,$4.65M
822,Humanoids from the Deep,1980,5.7,49,"10,100",R,"['Horror', ' Sci-Fi']",80,-
823,The Tuxedo,2002,5.4,30,"87,143",PG-13,"['Action', ' Comedy', ' Sci-Fi']",98,$50.55M
824,Star Trek III: The Search for Spock,1984,6.6,56,"84,564",PG,"['Action', ' Adventure', ' Sci-Fi']",105,$76.47M
825,Eloise,2016,4.6,15,"4,515",R,"['Horror', ' Mystery', ' Sci-Fi']",89,-
826,Body Snatchers,1993,6.0,65,"20,624",R,"['Horror', ' Sci-Fi']",87,$0.43M
827,"Honey, I Blew Up the Kid",1992,4.9,50,"46,029",PG,"['Adventure', ' Comedy', ' Family']",89,$58.66M
828,The Last Days of American Crime,2020,3.8,15,"12,229",TV-MA,"['Action', ' Crime', ' Drama']",148,-
829,Zone 414,2021,5.0,36,"5,275",R,"['Sci-Fi', ' Thriller']",98,-
830,Cherry 2000,1987,5.5,59,"10,350",PG-13,"['Action', ' Adventure', ' Comedy']",99,$0.01M
831,High-Rise,2015,5.5,65,"44,426",R,"['Drama', ' Sci-Fi']",119,$0.34M
832,Mission to Mars,2000,5.7,34,"75,569",PG,"['Adventure', ' Sci-Fi', ' Thriller']",114,$60.88M
833,Rabid,1977,6.3,56,"20,740",R,"['Horror', ' Sci-Fi']",91,-
834,Aniara,2018,6.3,61,"10,693",R,"['Drama', ' Sci-Fi']",106,$0.04M
835,Demonic,2021,4.3,36,"5,818",R,"['Drama', ' Horror', ' Sci-Fi']",104,-
836,Come True,2020,6.0,68,"10,447",Unrated,"['Horror', ' Sci-Fi']",105,-
837,Plan 9 from Outer Space,1957,3.9,56,"39,825",Not Rated,"['Horror', ' Sci-Fi']",79,-
838,Self/less,2015,6.5,34,"102,682",PG-13,"['Action', ' Mystery', ' Sci-Fi']",117,$12.28M
839,Evangelion: 3.0+1.01 Thrice Upon a Time,2021,8.0,85,"13,006",TV-MA,"['Animation', ' Action', ' Drama']",154,$0.83M
840,"20,000 Leagues Under the Sea",1954,7.2,83,"36,143",G,"['Adventure', ' Drama', ' Family']",127,$28.20M
841,Bad Taste,1987,6.5,52,"48,472",Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",91,-
842,The Manhattan Project,1986,6.1,61,"6,687",PG-13,"['Sci-Fi', ' Thriller']",117,$3.90M
843,Bubble Boy,2001,5.7,41,"34,680",PG-13,"['Adventure', ' Comedy', ' Romance']",84,$5.00M
844,Flubber,1997,5.3,37,"93,079",PG,"['Comedy', ' Family', ' Sci-Fi']",93,$92.98M
845,Another Earth,2011,6.9,66,"98,508",PG-13,"['Drama', ' Mystery', ' Romance']",92,$1.32M
846,Code 8,2019,6.1,48,"42,957",Not Rated,"['Action', ' Crime', ' Drama']",98,-
847,Zoom,2006,4.4,26,"22,271",PG,"['Action', ' Adventure', ' Comedy']",83,$11.63M
848,Dark Star,1974,6.2,66,"26,348",G,"['Comedy', ' Sci-Fi']",83,-
849,Dual,2022,5.8,62,"11,248",R,"['Comedy', ' Drama', ' Sci-Fi']",94,-
850,Butt Boy,2019,5.6,56,"2,032",TV-MA,"['Crime', ' Sci-Fi', ' Thriller']",99,-
851,Babylon A.D.,2008,5.5,26,"97,711",PG-13,"['Action', ' Adventure', ' Sci-Fi']",90,$22.53M
852,Attack of the Killer Tomatoes!,1978,4.6,9,"14,571",PG,"['Adventure', ' Comedy', ' Horror']",83,-
853,Project Almanac,2015,6.3,47,"83,033",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,$22.35M
854,Thunderbirds,2004,4.3,36,"14,309",PG,"['Action', ' Adventure', ' Comedy']",95,$6.77M
855,Critters 2: The Main Course,1988,5.5,48,"16,399",PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,$3.81M
856,Lockout,2012,6.0,48,"100,254",PG-13,"['Action', ' Sci-Fi', ' Thriller']",95,$14.33M
857,Proximity,2020,4.8,38,"6,443",Not Rated,"['Drama', ' Sci-Fi']",119,-
858,Dreamscape,1984,6.3,63,"17,731",PG-13,"['Action', ' Adventure', ' Horror']",99,$11.48M
859,Pulse,2006,4.7,27,"30,365",PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,$20.26M
860,Alienoid,2022,6.2,54,"4,318",Not Rated,"['Action', ' Adventure', ' Fantasy']",142,-
861,Hellraiser: Bloodline,1996,5.0,21,"23,787",R,"['Horror', ' Sci-Fi']",85,$16.68M
862,Memoirs of an Invisible Man,1992,6.0,48,"26,334",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",99,$14.36M
863,The Man Who Fell to Earth,1976,6.6,81,"28,088",R,"['Drama', ' Sci-Fi']",139,$0.10M
864,Outside the Wire,2021,5.4,45,"44,606",R,"['Action', ' Adventure', ' Fantasy']",114,-
865,Supernova,2000,4.8,19,"18,886",PG-13,"['Horror', ' Sci-Fi', ' Thriller']",90,$14.22M
866,Sky Captain and the World of Tomorrow,2004,6.1,64,"86,696",PG,"['Action', ' Adventure', ' Mystery']",106,$37.76M
867,Stealth,2005,5.1,35,"55,596",PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,$32.12M
868,Troll Hunter,2010,6.9,61,"78,139",PG-13,"['Drama', ' Fantasy', ' Horror']",103,$0.25M
869,Astro Boy,2009,6.2,53,"38,898",PG,"['Animation', ' Action', ' Adventure']",94,$19.55M
870,Linoleum,2022,6.5,80,"2,584",TV-PG,"['Comedy', ' Drama', ' Sci-Fi']",101,-
871,Tau,2018,5.8,43,"33,696",R,"['Horror', ' Sci-Fi', ' Thriller']",97,-
872,Rabid,2019,5.2,43,"6,112",Not Rated,"['Horror', ' Sci-Fi']",107,-
873,Mac and Me,1988,3.4,26,"14,181",PG,"['Adventure', ' Comedy', ' Family']",99,$6.42M
874,The Forgotten,2004,5.8,43,"67,828",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",91,$66.64M
876,Lola,2022,6.4,70,"1,520",,"['Sci-Fi', ' War']",79,-
877,Runaway,1984,5.8,50,"14,111",PG-13,"['Action', ' Crime', ' Sci-Fi']",99,$6.77M
878,Forbidden World,1982,5.1,41,"5,985",R,"['Horror', ' Sci-Fi']",77,-
879,Jimmy Neutron: Boy Genius,2001,6.1,65,"37,078",G,"['Animation', ' Action', ' Adventure']",82,$80.94M
880,The 6th Day,2000,5.9,49,"126,231",PG-13,"['Action', ' Mystery', ' Sci-Fi']",123,$34.60M
881,Midnight Special,2016,6.6,76,"83,086",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",112,$3.71M
882,Fantastic Voyage,1966,6.8,72,"20,285",PG,"['Adventure', ' Sci-Fi']",100,-
883,Demon Seed,1977,6.3,55,"9,730",Approved,"['Horror', ' Sci-Fi']",94,-
884,Seconds,1966,7.6,71,"21,444",R,"['Sci-Fi', ' Thriller']",106,-
885,Horror Express,1972,6.5,68,"12,139",R,"['Adventure', ' Horror', ' Sci-Fi']",88,-
886,Bliss,2021,5.4,40,"19,403",R,"['Drama', ' Romance', ' Sci-Fi']",103,-
887,Escape to Witch Mountain,1975,6.3,60,"11,062",G,"['Adventure', ' Family', ' Fantasy']",97,$20.00M
888,Bleeding Steel,2017,5.1,43,"10,813",R,"['Action', ' Sci-Fi', ' Thriller']",109,-
889,Virtuosity,1995,5.5,39,"31,722",R,"['Action', ' Crime', ' Sci-Fi']",106,$24.05M
890,The Signal,2007,6.0,63,"21,696",R,"['Horror', ' Sci-Fi', ' Thriller']",103,$0.60M
891,Apollo 18,2011,5.2,24,"57,193",PG-13,"['Horror', ' Mystery', ' Sci-Fi']",86,$17.69M
892,Amazon Women on the Moon,1987,6.2,42,"12,383",R,"['Comedy', ' Sci-Fi']",85,$0.55M
893,Seeking a Friend for the End of the World,2012,6.7,59,"117,622",R,"['Adventure', ' Comedy', ' Drama']",101,$6.62M
894,Swan Song,2021,6.8,66,"16,230",R,"['Drama', ' Romance', ' Sci-Fi']",116,-
895,Enemy Mine,1985,6.8,59,"50,339",PG-13,"['Action', ' Adventure', ' Drama']",108,$4.27M
896,Zombie Strippers!,2008,4.1,45,"18,794",R,"['Comedy', ' Horror', ' Sci-Fi']",94,-
897,Antiviral,2012,5.7,55,"14,986",Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",108,-
898,The Divide,2011,5.8,28,"38,018",R,"['Drama', ' Horror', ' Sci-Fi']",112,$0.02M
899,Saturday the 14th,1981,4.6,13,"4,784",PG,"['Comedy', ' Fantasy', ' Horror']",75,-
900,Looker,1981,6.1,20,"5,988",PG,"['Drama', ' Sci-Fi', ' Thriller']",93,$3.28M
901,Village of the Damned,1960,7.3,77,"18,648",Not Rated,"['Horror', ' Sci-Fi']",77,-
902,The Little Prince,2015,7.7,70,"65,181",PG,"['Animation', ' Adventure', ' Drama']",108,$1.34M
903,The Flintstones in Viva Rock Vegas,2000,3.7,27,"24,906",PG,"['Comedy', ' Family', ' Romance']",90,$35.27M
904,Splinter,2008,6.1,58,"40,031",R,"['Crime', ' Horror', ' Sci-Fi']",82,-
905,Highlander II: The Quickening,1991,4.2,31,"47,399",R,"['Action', ' Adventure', ' Fantasy']",91,$15.56M
906,The Discovery,2017,6.2,54,"36,558",TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,-
907,The Avengers,1998,3.8,12,"44,901",PG-13,"['Action', ' Adventure', ' Sci-Fi']",89,$23.32M
908,Memoria,2021,6.5,92,"10,452",PG,"['Drama', ' Mystery', ' Sci-Fi']",136,-
909,Meet Cute,2022,5.7,50,"10,523",TV-MA,"['Comedy', ' Drama', ' Fantasy']",89,-
910,Outland,1981,6.6,48,"31,618",R,"['Action', ' Crime', ' Sci-Fi']",109,$17.37M
911,Aliens in the Attic,2009,5.4,42,"23,732",PG,"['Adventure', ' Comedy', ' Family']",86,$25.20M
912,Restore Point,2023,6.8,75,316,,"['Crime', ' Drama', ' Sci-Fi']",111,-
913,John Dies at the End,2012,6.3,53,"39,762",R,"['Comedy', ' Fantasy', ' Horror']",99,$0.14M
914,G-Force,2009,5.1,41,"48,933",PG,"['Action', ' Adventure', ' Comedy']",88,$119.44M
915,Bill & Ted's Bogus Journey,1991,6.3,60,"79,654",PG,"['Adventure', ' Comedy', ' Fantasy']",93,$38.04M
916,Virus,1999,5.0,19,"29,314",R,"['Action', ' Horror', ' Sci-Fi']",99,$14.01M
917,District B13,2004,7.1,70,"72,801",R,"['Action', ' Crime', ' Sci-Fi']",84,$1.20M
918,Batman: Mask of the Phantasm,1993,7.8,65,"54,942",PG,"['Animation', ' Action', ' Adventure']",76,$5.62M
919,The Titan,2018,4.8,33,"32,913",TV-MA,"['Drama', ' Mystery', ' Romance']",97,-
920,Cowboy Bebop: The Movie,2001,7.8,61,"51,538",TV-14,"['Animation', ' Action', ' Crime']",115,$1.00M
921,I'm Your Man,2021,7.1,78,"11,583",R,"['Comedy', ' Drama', ' Romance']",108,-
922,Igor,2008,5.9,40,"24,053",PG,"['Animation', ' Comedy', ' Family']",87,$19.53M
923,The Bay,2012,5.7,65,"28,947",R,"['Horror', ' Sci-Fi', ' Thriller']",84,$0.03M
924,Pokémon: The First Movie - Mewtwo Strikes Back,1998,6.2,35,"44,983",G,"['Animation', ' Action', ' Adventure']",96,$85.74M
925,"Relax, I'm from the Future",2023,7.9,65,95,,"['Comedy', ' Sci-Fi']",94,-
926,On the Beach,1959,7.1,55,"14,073",Approved,"['Drama', ' Romance', ' Sci-Fi']",134,$11.00M
927,Don't Let Go,2019,6.4,49,"12,268",R,"['Drama', ' Horror', ' Mystery']",103,$4.69M
928,Monkey Shines,1988,6.2,71,"12,676",R,"['Drama', ' Horror', ' Sci-Fi']",113,$5.34M
929,The Animal,2001,4.8,43,"62,480",PG-13,"['Comedy', ' Sci-Fi']",84,$57.74M
930,The X Files: I Want to Believe,2008,5.9,47,"93,189",PG-13,"['Crime', ' Drama', ' Horror']",104,$20.98M
931,Space Sweepers,2021,6.5,64,"27,747",TV-MA,"['Action', ' Adventure', ' Drama']",136,-
932,Equals,2015,6.0,43,"32,196",PG-13,"['Drama', ' Romance', ' Sci-Fi']",101,$0.03M
933,The Transformers: The Movie,1986,7.2,43,"41,327",PG,"['Animation', ' Action', ' Adventure']",84,$5.85M
934,Over the Moon,2020,6.3,60,"24,298",PG,"['Animation', ' Adventure', ' Comedy']",95,-
935,The Zero Theorem,2013,6.0,50,"48,998",R,"['Comedy', ' Drama', ' Fantasy']",107,$0.22M
936,Repo Men,2010,6.3,32,"109,600",R,"['Action', ' Sci-Fi', ' Thriller']",111,$13.79M
937,DeepStar Six,1989,5.3,34,"12,772",R,"['Action', ' Horror', ' Sci-Fi']",99,$8.14M
938,The Lazarus Effect,2015,5.2,31,"45,385",PG-13,"['Horror', ' Mystery', ' Sci-Fi']",83,$25.80M
939,Little Monsters,2019,6.3,59,"18,639",R,"['Comedy', ' Horror', ' Sci-Fi']",93,-
940,Class of 1999,1990,5.9,33,"8,336",R,"['Action', ' Horror', ' Sci-Fi']",99,$2.46M
941,Jiu Jitsu,2020,2.9,27,"9,739",R,"['Action', ' Sci-Fi', ' Thriller']",102,-
942,Fatman,2020,5.9,40,"28,306",R,"['Action', ' Adventure', ' Comedy']",100,-
943,Beneath the Planet of the Apes,1970,6.0,46,"49,666",G,"['Action', ' Adventure', ' Sci-Fi']",95,$19.00M
944,Biosphere,2022,5.5,59,"1,451",,"['Comedy', ' Drama', ' Fantasy']",106,-
945,Rollerball,2002,3.1,14,"29,084",PG-13,"['Action', ' Sci-Fi', ' Sport']",98,$18.99M
946,Z for Zachariah,2015,6.0,68,"32,183",PG-13,"['Drama', ' Romance', ' Sci-Fi']",98,$0.12M
947,Frogs,1972,4.4,51,"7,421",PG,"['Horror', ' Mystery', ' Sci-Fi']",91,$0.48M
948,A Boy and His Dog,1975,6.4,68,"18,679",R,"['Comedy', ' Drama', ' Sci-Fi']",91,$6.90M
949,Hardware,1990,5.9,41,"16,123",R,"['Sci-Fi', ' Thriller']",94,$5.73M
950,Paradise Hills,2019,5.2,49,"17,166",TV-14,"['Fantasy', ' Mystery', ' Sci-Fi']",95,-
951,The One I Love,2014,7.0,66,"42,261",R,"['Comedy', ' Drama', ' Fantasy']",91,$0.51M
952,Fortress,1992,5.9,48,"29,966",R,"['Action', ' Crime', ' Sci-Fi']",95,$6.74M
953,The Adventures of Pluto Nash,2002,3.9,12,"26,652",PG-13,"['Action', ' Comedy', ' Sci-Fi']",95,$4.42M
954,Black Box,2020,6.2,62,"16,519",Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",100,-
955,How I Live Now,2013,6.4,57,"31,595",R,"['Action', ' Adventure', ' Drama']",101,$0.06M
956,Time Lapse,2014,6.5,50,"48,063",Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",104,-
957,These Final Hours,2013,6.6,61,"18,478",R,"['Drama', ' Sci-Fi', ' Thriller']",87,-
958,My Super Ex-Girlfriend,2006,5.2,50,"66,254",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",96,$22.53M
959,Saturn 3,1980,5.1,9,"10,184",R,"['Adventure', ' Horror', ' Sci-Fi']",88,-
960,Black Sheep,2006,5.8,62,"41,669",Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",87,$0.08M
961,Deadly Friend,1986,5.5,44,"8,482",R,"['Drama', ' Horror', ' Sci-Fi']",91,$8.99M
962,Mother/Android,2021,4.9,43,"20,602",R,"['Drama', ' Sci-Fi', ' Thriller']",110,-
963,My Stepmother Is an Alien,1988,5.4,47,"27,310",PG-13,"['Comedy', ' Sci-Fi']",105,$13.85M
964,A-X-L,2018,5.3,29,"12,926",PG,"['Action', ' Adventure', ' Drama']",98,$6.50M
965,S1m0ne,2002,6.1,49,"61,913",PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,$9.68M
966,The Rover,2014,6.4,64,"50,327",R,"['Action', ' Crime', ' Drama']",103,$1.11M
967,Artemis Fowl,2020,4.3,31,"29,931",PG,"['Adventure', ' Family', ' Fantasy']",95,-
968,Red Planet,2000,5.7,34,"59,388",PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,$18.00M
969,Monster Trucks,2016,5.7,41,"18,391",PG,"['Action', ' Adventure', ' Comedy']",104,$33.37M
970,Comet,2014,6.7,52,"19,299",R,"['Comedy', ' Drama', ' Romance']",91,-
971,Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,6.1,61,"6,500",TV-PG,"['Animation', ' Action', ' Adventure']",82,-
972,Moonshot,2022,5.6,58,"6,049",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",104,-
973,Testament,1983,6.9,71,"6,932",PG,"['Drama', ' Sci-Fi']",90,$2.04M
974,The Philadelphia Experiment,1984,6.1,44,"16,351",PG,"['Adventure', ' Drama', ' Romance']",102,$8.10M
975,Smoking Causes Coughing,2022,6.5,74,"3,739",Not Rated,"['Comedy', ' Horror', ' Sci-Fi']",77,-
976,Tentacles,1977,3.7,36,"4,260",PG,"['Action', ' Adventure', ' Comedy']",102,-
977,The Crazies,1973,6.1,63,"14,329",R,"['Action', ' Horror', ' Sci-Fi']",103,$0.15M
978,After the Dark,2013,5.6,37,"23,173",R,"['Drama', ' Fantasy', ' Sci-Fi']",107,-
979,Monsters: Dark Continent,2014,4.3,42,"10,994",R,"['Action', ' Drama', ' Horror']",119,-
980,Turbo Kid,2015,6.7,60,"29,219",Not Rated,"['Action', ' Adventure', ' Comedy']",93,$0.05M
981,Phantasm II,1988,6.4,42,"16,351",R,"['Action', ' Fantasy', ' Horror']",97,$7.28M
982,The Man with Two Brains,1983,6.4,61,"27,404",R,"['Comedy', ' Romance', ' Sci-Fi']",93,$10.10M
983,I Still See You,2018,5.8,31,"11,098",PG-13,"['Fantasy', ' Horror', ' Mystery']",98,-
984,Anna,2013,6.4,42,"24,653",R,"['Drama', ' Mystery', ' Sci-Fi']",99,$0.00M
985,It's Alive,1974,5.8,72,"8,532",PG,"['Horror', ' Sci-Fi']",91,-
986,Extraterrestrial,2014,5.0,38,"16,468",Not Rated,"['Action', ' Horror', ' Mystery']",101,-
987,Gentlemen Broncos,2009,6.1,28,"12,113",PG-13,"['Adventure', ' Comedy', ' Sci-Fi']",90,$0.11M
988,Poison,1991,6.3,67,"4,854",R,"['Drama', ' Horror', ' Romance']",85,$0.61M
989,Jung_E,2023,5.5,52,"9,946",TV-14,"['Action', ' Adventure', ' Drama']",98,-
990,Cities of Last Things,2018,6.3,66,"2,027",TV-MA,"['Crime', ' Drama', ' Sci-Fi']",106,-
991,Teen Titans GO! To the Movies,2018,6.7,69,"21,084",PG,"['Animation', ' Action', ' Adventure']",84,$29.79M
992,My Favorite Martian,1999,5.1,33,"14,196",PG,"['Comedy', ' Family', ' Sci-Fi']",94,$36.83M
993,Strange Brew,1983,6.6,50,"18,291",PG,"['Comedy', ' Crime', ' Sci-Fi']",90,-
994,Bride of Re-Animator,1990,6.2,54,"17,064",R,"['Comedy', ' Horror', ' Sci-Fi']",96,-
995,The Survivalist,2015,6.4,80,"18,291",Not Rated,"['Drama', ' Sci-Fi', ' Thriller']",104,-
996,Piranha II: The Spawning,1982,3.8,15,"9,485",R,"['Horror', ' Sci-Fi', ' Thriller']",94,-
997,Upstream Color,2013,6.5,81,"34,571",Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",96,$0.44M
998,Fullmetal Alchemist,2017,5.3,48,"20,924",TV-14,"['Action', ' Adventure', ' Fantasy']",135,-
999,SpaceCamp,1986,5.7,40,"15,623",PG,"['Adventure', ' Family', ' Sci-Fi']",107,$9.70M
1000,Solarbabies,1986,4.7,24,"4,837",PG-13,"['Action', ' Adventure', ' Drama']",94,$1.58M
1001,IO,2019,4.8,40,"35,796",TV-14,"['Adventure', ' Drama', ' Sci-Fi']",96,-
1002,Ultraviolet,2006,4.3,18,"83,417",PG-13,"['Action', ' Sci-Fi']",88,$18.50M
1003,Honeymoon,2014,5.7,65,"26,909",R,"['Drama', ' Fantasy', ' Horror']",87,$0.01M
1004,The Beach House,2019,5.3,64,"8,050",Not Rated,"['Drama', ' Horror', ' Mystery']",88,-
1005,Final Fantasy: The Spirits Within,2001,6.4,49,"83,437",PG-13,"['Animation', ' Action', ' Adventure']",106,$32.13M
1006,Megaforce,1982,3.6,18,"4,203",PG,"['Action', ' Sci-Fi']",99,$5.68M
1007,The Visitor,1979,5.2,65,"4,353",R,"['Horror', ' Sci-Fi']",108,-
1008,Electric Dreams,1984,6.4,52,"9,598",PG,"['Comedy', ' Drama', ' Music']",95,$2.19M
1009,Multiplicity,1996,6.1,53,"34,372",PG-13,"['Comedy', ' Romance', ' Sci-Fi']",117,$20.10M
1010,Prophecy,1979,5.5,41,"5,904",PG,"['Horror', ' Sci-Fi', ' Thriller']",102,$18.39M
1011,Brian and Charles,2022,6.7,66,"7,488",PG,"['Comedy', ' Drama', ' Sci-Fi']",90,-
1012,Left Behind: The Movie,2000,4.3,22,"10,278",PG-13,"['Action', ' Drama', ' Fantasy']",96,$4.22M
1013,Upside Down,2012,6.3,45,"73,310",PG-13,"['Drama', ' Fantasy', ' Romance']",109,$0.10M
1014,Atlas Shrugged: Part I,2011,5.6,28,"14,152",PG-13,"['Drama', ' Mystery', ' Sci-Fi']",97,$4.75M
1015,Voyage to the Bottom of the Sea,1961,6.0,49,"6,518",PG,"['Action', ' Adventure', ' Sci-Fi']",105,-
1016,After Midnight,2019,5.3,55,"4,541",TV-MA,"['Drama', ' Horror', ' Romance']",83,-
1017,Millennium,1989,5.7,26,"6,775",PG-13,"['Drama', ' Sci-Fi', ' Thriller']",108,$5.78M
1018,Maggie,2015,5.6,52,"45,973",PG-13,"['Drama', ' Horror', ' Sci-Fi']",95,$0.19M
1019,The Seed,2021,4.8,52,"1,986",,"['Comedy', ' Horror', ' Sci-Fi']",91,-
1020,The Colony,2013,5.3,28,"46,573",Not Rated,"['Action', ' Horror', ' Sci-Fi']",95,-
1021,Planet 51,2009,6.0,39,"57,596",PG,"['Animation', ' Adventure', ' Comedy']",91,$42.09M
1022,Universal Soldier: Day of Reckoning,2012,5.1,58,"21,112",R,"['Action', ' Horror', ' Mystery']",114,$0.01M
1023,Baby Geniuses,1999,2.6,6,"27,391",PG,"['Comedy', ' Crime', ' Family']",97,$27.14M
1024,Diary of the Dead,2007,5.5,66,"48,666",R,"['Fantasy', ' Horror', ' Sci-Fi']",95,$0.96M
1025,Liquid Sky,1982,6.0,66,"6,720",R,"['Sci-Fi', ' Thriller']",112,-
1026,Elizabeth Harvest,2018,5.8,54,"9,355",R,"['Horror', ' Sci-Fi', ' Thriller']",108,-
1027,Clockstoppers,2002,5.2,40,"14,910",PG,"['Action', ' Adventure', ' Comedy']",94,$36.99M
1028,Light of My Life,2019,6.6,67,"14,801",R,"['Drama', ' Sci-Fi', ' Thriller']",119,-
1029,The Man Who Killed Hitler and Then the Bigfoot,2018,5.7,51,"13,284",Not Rated,"['Adventure', ' Drama', ' Sci-Fi']",98,-
1030,Freejack,1992,5.4,34,"17,086",R,"['Action', ' Crime', ' Sci-Fi']",110,$17.13M
1031,Until the End of the World,1991,6.8,63,"10,939",R,"['Action', ' Drama', ' Sci-Fi']",158,$0.75M
1032,The Machine,2013,6.0,52,"31,878",R,"['Action', ' Drama', ' Sci-Fi']",91,-
1033,Stake Land,2010,6.4,66,"43,675",R,"['Drama', ' Horror', ' Sci-Fi']",98,$0.02M
1034,Kin,2018,5.8,35,"18,168",PG-13,"['Action', ' Drama', ' Sci-Fi']",102,$5.72M
