,movie,year,imdb_rate,metascore,votes,rating,genre,runtime_min,grosess
1285,Jonathan,2018,5.9,62,"6,534",TV-MA,"['Drama', ' Sci-Fi']",100,-
1286,Lapsis,2020,6.2,74,"2,537",,"['Drama', ' Mystery', ' Sci-Fi']",108,-
1287,4:44 Last Day on Earth,2011,4.6,54,"5,661",R,"['Drama', ' Fantasy', ' Sci-Fi']",82,$0.02M
1288,At First Light,2018,5.6,49,"4,059",TV-14,"['Drama', ' Sci-Fi', ' Thriller']",90,$0.00M
1289,Alien Trespass,2009,5.7,48,"4,141",PG,"['Comedy', ' Horror', ' Sci-Fi']",90,$0.10M
1290,Kaena: The Prophecy,2003,6.0,40,"4,131",PG-13,"['Animation', ' Adventure', ' Family']",85,$0.01M
1291,The Scribbler,2014,5.3,32,"5,094",R,"['Mystery', ' Sci-Fi', ' Thriller']",88,-
1292,The Powerpuff Girls Movie,2002,6.5,65,"10,750",PG,"['Animation', ' Action', ' Adventure']",73,$11.41M
1293,Birdboy: The Forgotten Children,2015,7.2,76,"2,994",TV-14,"['Animation', ' Drama', ' Sci-Fi']",76,$0.04M
1294,Realive,2016,5.9,59,"5,491",Not Rated,"['Drama', ' Sci-Fi']",112,-
1295,Fullmetal Alchemist: The Sacred Star of Milos,2011,6.9,54,"5,296",TV-PG,"['Animation', ' Action', ' Adventure']",110,$0.18M
1296,The Lost Skeleton of Cadavra,2001,6.8,45,"5,030",PG,"['Comedy', ' Horror', ' Sci-Fi']",90,$0.14M
1297,He-Man and She-Ra: The Secret of the Sword,1985,7.2,31,"3,178",G,"['Animation', ' Action', ' Adventure']",100,$7.66M
1298,Eva,2011,6.6,57,"10,336",PG-13,"['Adventure', ' Drama', ' Fantasy']",94,$0.01M
1299,Last Words,2020,4.8,50,351,,"['Drama', ' Sci-Fi']",126,-
1300,The Million Dollar Duck,1971,5.7,45,"2,581",G,"['Comedy', ' Family', ' Sci-Fi']",89,$11.12M
1301,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,6.7,54,"14,380",R,"['Animation', ' Action', ' Adventure']",86,$5.52M
1302,Radio Free Albemuth,2010,5.6,35,"1,867",R,"['Drama', ' Sci-Fi']",111,$0.01M
1303,Mystery Science Theater 3000: The Movie,1996,7.2,65,"18,764",PG-13,"['Comedy', ' Drama', ' Fantasy']",73,$1.01M
1304,The Anomaly,2014,4.7,27,"7,712",Not Rated,"['Action', ' Mystery', ' Sci-Fi']",97,-
1305,April and the Extraordinary World,2015,7.2,85,"8,223",PG,"['Animation', ' Adventure', ' Comedy']",105,$0.29M
1306,Megiddo: The Omega Code 2,2001,3.9,35,"2,933",PG-13,"['Action', ' Adventure', ' Fantasy']",104,$6.05M
1307,The Cleanse,2016,5.1,58,"4,004",R,"['Comedy', ' Drama', ' Fantasy']",81,-
1308,Battle for Terra,2007,6.5,54,"12,093",PG,"['Animation', ' Action', ' Adventure']",85,$1.65M
1309,Vanishing Waves,2012,6.0,58,"2,821",Unrated,"['Romance', ' Sci-Fi', ' Thriller']",124,-
1310,Stung,2015,5.1,46,"5,183",Not Rated,"['Action', ' Adventure', ' Comedy']",87,-
1311,Minor Premise,2020,5.1,66,"4,729",,"['Drama', ' Sci-Fi', ' Thriller']",95,-
1312,The Terminal Man,1974,5.6,41,"2,416",PG,"['Horror', ' Sci-Fi', ' Thriller']",107,$0.22M
1313,Incident at Loch Ness,2004,6.5,62,"4,329",PG-13,"['Adventure', ' Comedy', ' Fantasy']",94,$0.04M
1314,The Long Walk,2019,6.9,72,582,,"['Drama', ' Horror', ' Mystery']",116,-
1315,Passion of Mind,2000,5.5,28,"3,537",PG-13,"['Drama', ' Mystery', ' Romance']",105,$0.77M
1316,Lazer Team,2015,5.5,42,"9,513",PG-13,"['Action', ' Comedy', ' Sci-Fi']",102,$1.15M
1317,It's All About Love,2003,5.3,32,"9,755",R,"['Drama', ' Romance', ' Sci-Fi']",106,$0.01M
1318,Son of Kong,1933,5.6,50,"5,049",Passed,"['Adventure', ' Family', ' Horror']",70,$1.34M
1319,Griff the Invisible,2010,6.0,49,"4,994",PG-13,"['Comedy', ' Drama', ' Romance']",90,-
1320,Metropia,2009,6.2,47,"8,025",TV-14,"['Animation', ' Drama', ' Mystery']",86,-
1321,Cold Souls,2009,6.4,69,"10,087",PG-13,"['Comedy', ' Drama', ' Fantasy']",101,$0.90M
1322,Monster Hunt 2,2018,5.4,63,"1,957",Not Rated,"['Adventure', ' Comedy', ' Fantasy']",110,$0.71M
1323,Blood Glacier,2013,5.4,45,"4,000",Not Rated,"['Horror', ' Mystery', ' Sci-Fi']",98,-
1324,Aftermath,2014,4.8,40,"2,086",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",92,$0.35M
1325,The Human Race,2013,5.0,32,"10,999",Not Rated,"['Action', ' Comedy', ' Horror']",87,-
1326,Jupiter's Moon,2017,6.1,56,"3,455",PG-13,"['Drama', ' Fantasy', ' Mystery']",129,-
1327,Approaching the Unknown,2016,4.9,53,"9,073",R,"['Drama', ' Sci-Fi', ' Thriller']",90,-
1328,Curvature,2017,4.7,38,"2,998",,"['Mystery', ' Sci-Fi', ' Thriller']",90,-
1329,American Hero,2015,5.0,42,"4,380",Not Rated,"['Action', ' Comedy', ' Drama']",86,-
1330,Save the Green Planet!,2003,7.2,70,"8,539",Not Rated,"['Comedy', ' Crime', ' Drama']",118,$0.01M
1331,Generation P,2011,6.7,65,"4,197",18+,"['Comedy', ' Drama', ' Sci-Fi']",112,$0.01M
1332,Fireworks,2017,5.5,40,"3,673",TV-PG,"['Animation', ' Drama', ' Fantasy']",90,$0.53M
1333,Spark: A Space Tail,2016,4.4,22,"1,321",PG,"['Animation', ' Action', ' Adventure']",91,$0.19M
1334,Sleep Dealer,2008,6.0,59,"6,628",PG-13,"['Drama', ' Romance', ' Sci-Fi']",90,$0.08M
1335,The Pink Cloud,2021,6.0,69,869,R,"['Drama', ' Sci-Fi']",105,-
1336,The American Astronaut,2001,6.9,51,"3,194",Not Rated,"['Musical', ' Comedy', ' Sci-Fi']",91,$0.04M
1337,Morons from Outer Space,1985,4.5,39,"2,096",PG-13,"['Comedy', ' Sci-Fi']",90,$0.44M
1338,Returner,2002,6.4,36,"11,488",R,"['Action', ' Adventure', ' Sci-Fi']",116,$0.07M
1339,The Wall,2012,6.7,67,"6,695",Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",108,$0.04M
1340,Almost Human,2013,4.7,40,"3,416",Unrated,"['Horror', ' Sci-Fi', ' Thriller']",80,$0.01M
1341,Escaflowne: The Movie,2000,6.6,50,"3,752",PG-13,"['Adventure', ' Animation', ' Drama']",98,-
1342,The Returned,2013,5.9,47,"8,686",,"['Crime', ' Drama', ' Horror']",98,-
1343,The Dead,2010,5.7,59,"9,518",R,"['Action', ' Adventure', ' Drama']",105,-
1344,Nr. 10,2021,6.5,54,"1,127",,"['Drama', ' Mystery', ' Sci-Fi']",100,-
1345,Dry Ground Burning,2022,6.8,84,188,,"['Documentary', ' Crime', ' Drama']",153,-
1346,Storage 24,2012,4.5,52,"7,397",R,"['Horror', ' Sci-Fi']",87,-
1347,Atomica,2017,4.2,33,"2,394",Not Rated,"['Sci-Fi', ' Thriller']",81,-
1348,Wonderful Days,2003,6.7,53,"9,391",Unrated,"['Animation', ' Action', ' Adventure']",86,$0.03M
1349,Alien Outpost,2014,4.7,26,"6,458",Not Rated,"['Action', ' Sci-Fi', ' Thriller']",92,-
1350,Spriggan,1998,6.5,48,"4,120",R,"['Animation', ' Action', ' Adventure']",90,$0.01M
1351,Volition,2019,5.6,62,"2,237",TV-MA,"['Sci-Fi', ' Thriller']",91,-
1352,Creative Control,2015,5.4,58,"2,260",R,"['Drama', ' Sci-Fi']",97,$0.06M
1353,Unidentified Flying Oddball,1979,5.2,66,"1,316",G,"['Adventure', ' Comedy', ' Family']",93,-
1354,Riot Girls,2019,4.6,59,762,,"['Action', ' Sci-Fi']",81,-
1355,Toad Road,2012,5.0,54,"1,411",Unrated,"['Drama', ' Horror', ' Sci-Fi']",76,-
1356,The Mouse on the Moon,1963,6.3,62,"1,871",Approved,"['Comedy', ' Romance', ' Sci-Fi']",82,-
1357,In My Room,2018,6.2,84,"1,212",TV-MA,"['Drama', ' Sci-Fi']",119,-
1358,Andron,2015,2.7,16,"3,147",R,"['Action', ' Sci-Fi']",100,-
1359,Diamantino,2018,6.3,75,"3,115",,"['Comedy', ' Drama', ' Fantasy']",96,$0.07M
1360,The Wild Blue Yonder,2005,6.1,65,"3,829",Not Rated,['Sci-Fi'],80,-
1361,Brand Upon the Brain!,2006,7.3,79,"3,659",Not Rated,"['Comedy', ' Drama', ' Fantasy']",95,$0.23M
1362,Appleseed,2004,6.9,40,"18,410",R,"['Animation', ' Action', ' Adventure']",101,$0.13M
1363,Special,2006,6.8,57,"5,874",R,"['Comedy', ' Drama', ' Sci-Fi']",81,$0.01M
1364,The Mind's Eye,2015,4.7,55,"2,007",Not Rated,"['Action', ' Horror', ' Sci-Fi']",87,-
1365,Before We Vanish,2017,6.2,64,"2,742",R,"['Drama', ' Sci-Fi']",129,$0.05M
1366,Anatomy 2,2003,5.0,46,"3,887",R,"['Horror', ' Sci-Fi', ' Thriller']",101,-
1367,Pokémon Heroes,2002,6.0,27,"6,636",G,"['Animation', ' Action', ' Adventure']",71,$0.75M
1368,The History of Future Folk,2012,7.0,67,"3,661",Not Rated,"['Comedy', ' Music', ' Sci-Fi']",86,$0.02M
1369,Big Man Japan,2007,6.2,62,"3,927",PG-13,"['Action', ' Comedy', ' Sci-Fi']",113,$0.04M
1370,Tank 432,2015,3.3,43,"2,050",Not Rated,"['Action', ' Horror', ' Mystery']",88,-
1371,Stereo (Tile 3B of a CAEE Educational Mosaic),1969,5.1,42,"2,452",Not Rated,['Sci-Fi'],65,-
1372,Auggie,2019,5.5,44,626,,"['Drama', ' Sci-Fi']",81,-
1373,Mrs. Hyde,2017,5.2,60,"1,631",Unrated,"['Comedy', ' Drama', ' Sci-Fi']",95,$0.02M
1374,War of the Worlds: Goliath,2012,5.4,33,"1,238",PG-13,"['Animation', ' Action', ' Adventure']",85,$0.01M
1375,1982,2019,6.7,59,"1,137",,"['Drama', ' History', ' Romance']",100,-
1376,The Girl from Monday,2005,5.2,45,"1,099",R,"['Action', ' Comedy', ' Sci-Fi']",84,-
1377,Letters from the Big Man,2011,6.2,66,218,Not Rated,"['Drama', ' Sci-Fi']",104,-
1378,From Other Worlds,2004,4.9,43,266,,"['Comedy', ' Sci-Fi']",88,-
1379,Septic Man,2013,4.1,8,866,R,"['Horror', ' Sci-Fi']",83,-
1380,Labyrinth of Cinema,2019,6.7,82,885,,"['Drama', ' History', ' Romance']",179,-
1381,Karmalink,2021,6.2,73,197,,"['Drama', ' Sci-Fi']",101,-
1382,Embers,2015,5.3,55,"2,253",Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",85,-
1383,Mutant Aliens,2001,6.6,39,"1,284",R,"['Animation', ' Comedy', ' Sci-Fi']",81,-
1384,Luis and the Aliens,2018,6.0,46,"2,810",PG,"['Animation', ' Adventure', ' Comedy']",86,$0.15M
1385,Teknolust,2002,5.3,43,"1,872",R,"['Comedy', ' Drama', ' Romance']",85,$0.03M
1386,The Institute,2012,6.2,55,"1,377",Not Rated,"['Documentary', ' Crime', ' Mystery']",92,-
1387,Iceman,2014,4.7,32,"3,783",R,"['Action', ' Comedy', ' History']",104,$0.01M
1388,Mysterious Object at Noon,2000,6.7,74,"1,666",Not Rated,"['Documentary', ' Drama', ' Fantasy']",89,-
1389,Closer to God,2014,4.6,54,"1,085",,"['Horror', ' Sci-Fi', ' Thriller']",81,-
1390,My Twentieth Century,1989,7.1,81,"1,935",,"['Comedy', ' Drama', ' Sci-Fi']",104,$0.68M
1391,Narcopolis,2015,4.4,30,"1,884",Not Rated,"['Mystery', ' Sci-Fi', ' Thriller']",96,-
1392,Zebraman,2004,6.5,62,"3,612",,"['Action', ' Comedy', ' Sci-Fi']",115,-
1393,William,2019,5.6,57,614,,"['Adventure', ' Drama', ' Family']",100,-
1394,The 11th Green,2020,6.4,68,97,Not Rated,"['Drama', ' History', ' Sci-Fi']",108,-
1395,Hover,2018,3.7,40,636,Not Rated,['Sci-Fi'],86,-
1396,Phantom Boy,2015,6.6,66,"1,668",PG,"['Animation', ' Action', ' Adventure']",84,$0.03M
1397,Skyman,2019,5.2,57,285,,['Sci-Fi'],92,-
1398,Extraterrestrial,2011,5.8,55,"4,065",Not Rated,"['Comedy', ' Drama', ' Sci-Fi']",95,-
1399,The Greening of Whitney Brown,2011,5.2,33,669,PG,"['Animation', ' Adventure', ' Family']",83,-
1400,GoBots: Battle of the Rock Lords,1986,5.4,30,539,G,"['Animation', ' Action', ' Adventure']",75,$1.34M
1401,Uncle Kent 2,2015,5.3,54,246,Unrated,"['Comedy', ' Sci-Fi']",73,-
1402,Hangar 10,2014,3.6,28,"1,618",Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",87,-
1403,Napping Princess,2017,6.3,69,"1,509",,"['Animation', ' Adventure', ' Drama']",111,$0.05M
1404,Ejecta,2014,3.7,53,"1,476",Not Rated,"['Horror', ' Sci-Fi']",82,-
